cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
Независимые авторы,habreplicator,perevod-issleduem-sopostavlenie-s-obrazcom-v-c-7-347916,67.54636149593641,65-70,2018-02-04T06:22:00Z,4,0.0,0.0
Независимые авторы,battlezeo,the-world-of-the-future-with-nucleus-vision,30.582504241683772,25-20,2018-02-04T06:27:12Z,4,0.0,0.0
Независимые авторы,xoxmapro,fotokonkurs-ekologicheskie-problemy-otchet-2,52.040039889891155,50-60,2018-02-04T06:29:09Z,4,0.0,0.0
Независимые авторы,marina-nilova,uchenye-dokazali-chto-alkogol-prochishaet-mozg,73.5199358399038,70+,2018-02-04T06:32:15Z,4,1.7562436884974537,1992.069
Независимые авторы,tapeur,proekt-tapeur-ves-v-srednesrochnoi-perspektive,68.86079790162438,65-70,2018-02-04T06:44:00Z,4,0.15962485536176735,181.05900000000003
Независимые авторы,aleksandr1,mat-putina-zhivet-v-gruzii,58.45072858529066,50-60,2018-02-04T06:45:30Z,4,0.0,0.0
Независимые авторы,lizaliskina,slova-kak-istoriya-assasin,41.02681499073074,25-20,2018-02-04T06:48:03Z,4,0.0,0.0
Независимые авторы,zorgko,obo-mne,51.683418813165076,50-60,2018-02-04T06:49:48Z,4,0.0,0.0
Независимые авторы,irensche,ozherele-ruchnoi-raboty-6,55.799749278394415,50-60,2018-02-04T06:51:51Z,4,0.0,0.0
PSK,eilifalogi,ya-vot-inogda-dumayu-o-dinozavrakh-mne-ikh-tak-zhalko-zachem-im-nuzhno-bylo-vymiratx,70.56394991971817,70+,2018-02-04T06:54:54Z,4,2.0067677574419482,2276.2329999999997
Vox Populi,poesie,premxera-golosa-povestx-yuriya-moskalenko-korolx-naijden-myortvym-chastx-20-ya,76.6247620687448,70+,2018-02-04T07:00:09Z,4,0.1356351506840156,153.84799999999998
Независимые авторы,datarius,datarius-cryptobank-bank-of-the-future,39.658163679874306,25-20,2018-02-04T07:01:36Z,4,0.0,0.0
Независимые авторы,eto-ka,alyi-parus,62.26082673726189,60-65,2018-02-04T07:01:48Z,4,5.554192770197196e-05,0.063
Независимые авторы,whitehoune,s-fotoapparatom-po-plato-dieng-indoneziya,51.19975416066129,50-60,2018-02-04T07:02:18Z,4,0.0,0.0
Независимые авторы,coinduck,na-birzhe-toronto-dostupen-blokchein-etf,47.45997181910693,25-20,2018-02-04T07:05:21Z,4,0.0,0.0
Независимые авторы,princeska8,post-znakomstvo-vot-i-ya-reshilas,28.625923751403505,25-20,2018-02-04T07:13:06Z,4,0.0,0.0
Апвот 50-50,volodtarasov,kriptodnevnik-apvot100,55.96306219834895,50-60,2018-02-04T07:16:39Z,4,1.8513975900657323e-05,0.021
Независимые авторы,economag,hnaandfedex,68.45117697586412,65-70,2018-02-04T07:20:00Z,4,1.9273516170071288,2186.153
Независимые авторы,sharko33,airdrop-na-100-tokenov-tlc-za-registraciyu-100-za-referala,25.37003896900133,25-20,2018-02-04T07:33:54Z,4,0.0,0.0
Независимые авторы,greatpicture,vot-chto-ya-ponyala-posle-celogo-goda-odinochestva,40.01935606725025,25-20,2018-02-04T07:35:36Z,4,0.0,0.0
Независимые авторы,olgaxx,ezhednevnaya-fotopremiya-golosa-9-yuzhno-kitaiskoe-more,53.882216173645965,50-60,2018-02-04T07:37:42Z,4,0.0,0.0
Независимые авторы,fggg12,do-you-know-why-the-snow-is-white-because-he-forgot-his-color,0.0,0-25,2018-02-04T07:37:51Z,4,0.0,0.0
Независимые авторы,yudina-cat,pro-feminizm,74.5540547861024,70+,2018-02-04T07:43:51Z,4,0.1213749811510093,137.673
Независимые авторы,joyasenka,ocharovanie-po-imeni-lidochka,32.50431891200148,25-20,2018-02-04T07:47:06Z,4,0.0,0.0
Апвот 50-50,alexandergolos,kak-ukrast-2-mln-dollarov-cherez-telegram,59.13459784143761,50-60,2018-02-04T07:49:15Z,4,2.2040447500782526e-05,0.025
Независимые авторы,gullit,chempionat-francii-24-tur-monako-krasno-belye-lion-lvy-tkachi,56.97062565117817,50-60,2018-02-04T07:51:45Z,4,0.0,0.0
Независимые авторы,mitrofanov78,reiting-sumasshedshikh-biznes-idei,36.211038959061526,25-20,2018-02-04T07:54:27Z,4,0.0,0.0
Независимые авторы,tihiy-chelovek,nezhnoe-videnie,64.96634208426411,60-65,2018-02-04T07:57:42Z,4,0.0005545376591196883,0.629
Независимые авторы,polinka,zakuska-na-chipsakh-sytnaya,31.97661623310489,25-20,2018-02-04T07:58:48Z,4,0.0,0.0
Независимые авторы,tatyanamishenko,yabloni-v-cvetu,64.46607094777875,60-65,2018-02-04T08:02:36Z,4,0.0017059306365605675,1.935
PSK,guowang,net-dyma-bez-babla-or-delo-na-500-milliardov,57.35052214352167,50-60,2018-02-04T08:02:39Z,4,0.0,0.0
Независимые авторы,raldin,steem-v-50-kruche-chem-golos,58.777165567824184,50-60,2018-02-04T08:09:33Z,4,0.0,0.0
Независимые авторы,tyi-ra,moya-zhurnalistskaya-uchyoba-media-shkola-mir-zadanie-2,52.39183400399014,50-60,2018-02-04T08:15:00Z,4,0.00020277211700719922,0.23
Независимые авторы,nikolaj,kriptovalyuta-dlya-tekh-kto-lyubit-puteshestvovat-1000-action-za-registraciyu-do-01-03-2018,42.67622048896966,25-20,2018-02-04T08:23:24Z,4,0.0,0.0
Независимые авторы,mylin7,tur-prodolzhaetsya-den-5-yi,60.48304286665092,60-65,2018-02-04T08:30:54Z,4,0.0,0.0
Апвот 50-50,denver74,veselyi-cheshsko-russkii-slovar-v-kartinkakh,60.01399398160538,60-65,2018-02-04T08:32:33Z,4,0.0,0.0
Апвот 50-50,alexandergolos,bitmart-otkryvaet-pervyi-roznichnyi-magazin-v-afrike,59.13525577503948,50-60,2018-02-04T08:35:45Z,4,0.0,0.0
Независимые авторы,icoandbounty,dogezer-baunti-kampaniya-or-ico,12.358828655898213,0-25,2018-02-04T08:36:03Z,4,0.0,0.0
Vox Populi,vp-postroi-ka,instrument-molotok,69.91038371132066,65-70,2018-02-04T08:38:15Z,4,2.392620174041248,2713.897
Независимые авторы,woland,orgiya-pravednikov,57.870655648345284,50-60,2018-02-04T08:39:45Z,4,0.0,0.0
Независимые авторы,nikulinsb,rok-kalendar-4-fevralya-2007-segodnya-v-londonskoi-klinike-umer-ilya-kormilcev,63.89008575658616,60-65,2018-02-04T08:44:12Z,4,0.00020629858860732442,0.23399999999999999
Независимые авторы,cryptcoinunivers,naryadu-s-rynochnym-spadom-btc-idet-do-usd8-tys,41.90328543522573,25-20,2018-02-04T08:46:33Z,4,0.0,0.0
Независимые авторы,antongas4,uspevshikh-zabrat-dengi-iz-bankov-bankrotov-rossiyan-zastavlyayut-vozvrashat-sredstva,18.968055249097986,0-25,2018-02-01T19:05:48Z,1,0.0,0.0
Независимые авторы,hyipov,vnimanie-ded-smotrit-naverkh,64.02552174969468,60-65,2018-02-01T19:13:09Z,1,0.00022001701390451687,0.39399999999999996
Независимые авторы,tihiy-chelovek,spoi-veterok,64.85756617487793,60-65,2018-02-01T19:20:36Z,1,0.00038084163320528045,0.682
Апвот 50-50,billibong,16-besplatnyh-perehodov-transitions-dlya-after-effects-11-28,62.51331748518461,60-65,2018-02-01T20:05:30Z,1,0.0,0.0
Независимые авторы,habreplicator,chelovecheskii-uber-chelovek-s-planshetom-na-lice-smozhet-zhit-za-vas-297791,67.52745686144797,65-70,2018-02-01T20:23:57Z,1,0.0,0.0
Независимые авторы,alarm,re-alarm-viezfokfahpuphitiw-20180202t013609931z,50.981644812214924,50-60,2018-02-01T20:36:09Z,1,0.0002870272719465017,0.514
Апвот 50-50,billibong,somnevayushimsya-zachem-nuzhen-graficheskii-planshet,62.513838854894104,60-65,2018-02-01T20:45:03Z,1,0.0,0.0
Независимые авторы,majorjora,zamknutye-paralleli,21.54781524786186,0-25,2018-02-01T20:54:45Z,1,0.0,0.0
Независимые авторы,vla007duha,igra-myslyami-kotorye-nuzhno-uchitsya-napravlyat,28.07268396126562,25-20,2018-02-01T21:12:36Z,1,0.0,0.0
Независимые авторы,kudesnikaltay,zhitx-nuzhno-v-kaijf,65.22602085890735,65-70,2018-02-01T21:14:06Z,1,7.929547201634872e-05,0.142
Независимые авторы,romanzif,novyi-airdrop-dock-io,18.59083201968405,0-25,2018-02-01T21:55:21Z,1,0.0,0.0
Независимые авторы,vorsin1984,obzor-rynka-kriptovalyut-glavnye-novosti-01-02-2018,24.686370324505003,0-25,2018-02-01T22:03:51Z,1,0.0,0.0
Апвот 50-50,jhonni17,ugadaij-melodiyu-29marafon-spasibo-nashim-sponsoram-priz-1-gbg-50-50,64.71188224852534,60-65,2018-02-01T22:18:00Z,1,0.007115930985241772,12.743
Апвот 50-50,billibo,tor--nebolshoe-faq-01-31,56.19764968684643,50-60,2018-02-01T22:19:27Z,1,0.0,0.0
Независимые авторы,svetozarhobbot,ne-trudno-posvyashaetsya-poetam,56.99564841377106,50-60,2018-02-01T22:23:12Z,1,0.0007281781373895685,1.304
Апвот 50-50,denver74,vyzhivanie-vo-ldakh,59.77045004350552,50-60,2018-02-01T22:25:21Z,1,0.004742651012921477,8.493
Независимые авторы,habreplicator,chto-sobstvenno-takoe-personalnye-dannye-348046,67.52745686144797,65-70,2018-02-01T22:25:57Z,1,0.0,0.0
Vox Populi,vox.mens,poeziya-i-verit-i-nasmeshnichat-i-plakat,78.19146729916696,70+,2018-02-01T22:40:21Z,1,0.037961311180784406,67.98
Апвот 50-50,billibo,adobe-lightroom-bazovye-priyomy-01-16,56.261790856595255,50-60,2018-02-01T22:41:03Z,1,0.0,0.0
Независимые авторы,zlata777,cvety,63.81805588659955,60-65,2018-02-01T22:51:36Z,1,0.0005293810385316801,0.948
Независимые авторы,borishaifa2,selfllery-na-moej-pr-kuhne-20180202t035800124z-cpeda,61.12471442579548,60-65,2018-02-01T22:57:54Z,1,0.0,0.0
Независимые авторы,luba-zaikina,emigranty-poteryannyi-rai,39.95563100800542,25-20,2018-02-01T23:19:06Z,1,6.25429075058525e-05,0.11199999999999999
Независимые авторы,bogdan-anpi,proekt-nkor-blokchein-na-zashite-avtorskikh-prav,27.140384304273425,25-20,2018-02-01T23:22:33Z,1,0.0,0.0
Независимые авторы,zlata777,syorfing-za-satoshi-lokhotron,63.81805588659955,60-65,2018-02-01T23:28:33Z,1,0.0003746990262180985,0.6709999999999999
Независимые авторы,anymoneymaker,menya-vzlomali-2018-02-02-04-42-37,28.225444139894567,25-20,2018-02-01T23:42:39Z,1,0.0,0.0
Независимые авторы,jejangkit,batik-tkan,62.941395353282516,60-65,2018-02-01T23:46:57Z,1,0.0,0.0
Независимые авторы,nefer,besplatnyi-transport-v-zheneve,72.01001373562431,70+,2018-02-01T23:54:12Z,1,0.00043780035254096757,0.784
Независимые авторы,fbk,snova-obysk-ne-37-oi-god-i-priklyucheniya-fbk-v-ovd,70.45746568459214,70+,2018-02-01T23:55:54Z,1,0.0001373710289860689,0.24600000000000002
Апвот 50-50,avlion,a-kakoi-tvoi-lyubimyi-sportivnyi-kostyum-50-50,67.77751642967652,65-70,2018-02-01T23:57:54Z,1,0.005514385818038335,9.875
Независимые авторы,registrr,bliny-krasnye-na-rzhanoi-zakvaske-shugurovskie,64.39962003439699,60-65,2018-02-02T00:16:54Z,2,0.0002405134136452967,0.221
Независимые авторы,hyipov,dolevoe-upravlenie-ot-hyipov-krug-2,64.06715024670183,60-65,2018-02-02T00:19:24Z,2,0.00021004112594363015,0.193
Независимые авторы,dima-1990,psikhologiya-cveta,31.89672532165237,25-20,2018-02-02T00:30:51Z,2,0.0,0.0
Независимые авторы,tihiy-chelovek,serdce-ne-obmanesh,64.85629628830466,60-65,2018-02-02T00:34:18Z,2,3.8090359627083195e-05,0.035
Независимые авторы,crazymax,indeks-cennosti-klienta,18.2557981419199,0-25,2018-02-02T00:43:48Z,2,0.0,0.0
Независимые авторы,vibelita,6vtr9r-the-cloud-and-sky,64.61112600683067,60-65,2018-02-02T00:44:33Z,2,0.0,0.0
Независимые авторы,habreplicator,securityweek-2-armiya-klonov-google-okhotitsya-na-prividenii-blizzard-patchitsya-348024,67.52740206722174,65-70,2018-02-02T00:58:30Z,2,0.0,0.0
Vox Populi,vox.mens,illyustraciya-k-rasskazu-delo-o-bezdushnom-svince,78.16556981527457,70+,2018-02-02T01:00:06Z,2,3.4628141830259405,3181.868
Независимые авторы,lindsay,druzya,61.85153216379525,60-65,2018-02-02T01:10:51Z,2,0.0,0.0
Независимые авторы,lavrov,zimnee-nastroenie,44.61352444299142,25-20,2018-02-02T01:12:03Z,2,0.0,0.0
Апвот 50-50,billibo,kriptotrejding-instrukciya-dlya-nachinayushchih-01-19,56.26359473222431,50-60,2018-02-02T01:20:57Z,2,0.0,0.0
Независимые авторы,vibelita,7egzcy-the-cloud-and-sky,64.61117329356838,60-65,2018-02-02T01:26:21Z,2,0.0,0.0
Апвот 50-50,proza.voxmens,taijna-zabroshennoij-psihiatricheskoij-lechebnicy--chastx-2,66.03025201433579,65-70,2018-02-02T01:30:06Z,2,4.6004371880882475,4227.193
Независимые авторы,kistauri,dolevoe-uchastie-v-maininge-kriptovalyuty-s-kompaniei-bitclub-network,20.74057626642393,0-25,2018-02-02T01:43:09Z,2,0.0,0.0
Независимые авторы,tdots,rabota-s-failami-dannykh-v-outlook,39.5237284879465,25-20,2018-02-02T01:47:09Z,2,0.0,0.0
Независимые авторы,tihiy-chelovek,semeinyi-prazdnik-7,64.93147925907518,60-65,2018-02-02T01:59:48Z,2,0.0,0.0
Независимые авторы,vitaliy19,vestarin,39.748815323260274,25-20,2018-02-02T02:02:12Z,2,0.0,0.0
Независимые авторы,icoandbounty,diw-baunti-or-ico,11.605361931707373,0-25,2018-02-02T02:02:18Z,2,0.0,0.0
Апвот 50-50,insaf,uroven-zhizni-v-stranakh-mira-v-2017-2018-godu,41.31720079570556,25-20,2018-02-02T02:03:06Z,2,0.0,0.0
Независимые авторы,mishka,poeziya-transformacii-korol-rybak-terri-gilliama,73.16853024767326,70+,2018-02-02T02:03:57Z,2,0.001256981867693745,1.155
Независимые авторы,blockchian,the-age-of-blockchain-monitoring-has-arrived-e67c4ad13e637,40.414968659336154,25-20,2018-02-02T02:04:06Z,2,0.0,0.0
Независимые авторы,annetta,aktualnye-zhenskie-parametry,36.02720718023102,25-20,2018-02-02T02:05:21Z,2,0.0,0.0
Независимые авторы,lubuschka,puteshestvie-v-neizvestnost-novaya-ugroza-chast-vtoraya-02-02,64.70151279878006,60-65,2018-02-02T02:11:54Z,2,3.3737175669702254e-05,0.031
Vox Populi,vp-golos-radio,priglashaem-proslushat-peredachu-radio-sila-golosa-avtor-i-vedushii-csyjr,69.34415280750656,65-70,2018-02-02T02:16:30Z,2,0.02723134224539644,25.022
Vox Populi,vp-liganovi4kov,golos-novichka-anketa-aliakseikulba,75.31660764968572,70+,2018-02-02T02:18:57Z,2,0.043520956613915904,39.99
Независимые авторы,daniilpatta,info,33.16042350797288,25-20,2018-02-02T02:21:57Z,2,0.0,0.0
Независимые авторы,carbonado,pyat-rabochikh-mest-kotorye-budut-rasti-v-2018-godu,32.60261317124827,25-20,2018-02-02T02:22:15Z,2,0.0,0.0
Независимые авторы,ohlamoon,pyatnica-pofig-plyashem,71.11121759885644,70+,2018-02-02T02:25:03Z,2,0.0001578029184550589,0.145
Апвот 50-50,romkos,5vrgvg-anekdot-50-50,58.78813788004755,50-60,2018-02-02T02:25:45Z,2,0.0,0.0
Независимые авторы,sl8r,vyvod-kripty-s-coinbase,10.320041555355804,0-25,2018-02-02T02:30:27Z,2,0.0,0.0
Независимые авторы,sergeylenskiy,biznes-vyzov-dedlain-14-blizko-uzhe-zdes,61.74176809368962,60-65,2018-02-02T02:42:51Z,2,0.016329881320125236,15.005
Vox Populi,vp-minsk,suveniry-belarusi-zolotaya-solomka,74.35523842020316,70+,2018-02-02T02:46:36Z,2,0.18906530904499008,173.726
Независимые авторы,mralya,opiat-l-vov-a-pochiemu-by-i-niet-ghodovshchina-vied-,70.48296206626696,70+,2018-02-02T02:53:45Z,2,0.0057429379357748,5.277
Независимые авторы,anonymous.author,konkurs-stihov-26--stih-12,74.61802477076867,70+,2018-02-02T03:00:06Z,2,0.008485443828924789,7.797000000000001
Независимые авторы,cheetah,2018-01-31,76.22462027316634,70+,2018-02-02T03:00:39Z,2,0.006707168182334676,6.162999999999999
Независимые авторы,anzhelinasahiner,nastroenie,50.54070648042571,50-60,2018-02-02T03:07:48Z,2,0.0,0.0
Независимые авторы,romanpushka,airdrop-microdatachain-1-mcmc-za-podpisku-telegram,39.620780120083076,25-20,2018-02-02T03:11:30Z,2,0.0,0.0
Независимые авторы,hamapce,2-fevralya-1918-khronika-100-let-nazad-v-etot-den,13.49419594628468,0-25,2018-02-02T03:16:30Z,2,0.0,0.0
Независимые авторы,tapir,ico-startap-tailanda-mozhet-zapustit-v-rossii,14.752456704974257,0-25,2018-02-02T03:21:30Z,2,0.0,0.0
Независимые авторы,coinduck,coinbase-predlagaet-treideram-zaplatit-nalogi,47.413783481878056,25-20,2018-02-02T03:21:30Z,2,0.0,0.0
Независимые авторы,bairadash7,kursy-v-p-aginskoe-po-brendirovaniyu,10.139857422599086,0-25,2018-02-02T03:24:24Z,2,0.0,0.0
Независимые авторы,danibehram,ya-vyshel-iz-kafe-pryamo-seichas-pered-morem-chto-yavlyaetsya-khoroshim-mestom-v-moei-strane,40.1266523906247,25-20,2018-02-02T03:25:27Z,2,0.0,0.0
Независимые авторы,coinjournal,preseil-el-petro-mog-povliyat-na-snizhenie-ceny-bitkoina,20.954496319556192,0-25,2018-02-02T03:25:36Z,2,0.0,0.0
Независимые авторы,other,novyi-virus-ispolzuet-eksploit-anb-dlya-maininga-monero,25.933172364527728,25-20,2018-02-02T03:26:48Z,2,0.0,0.0
Независимые авторы,disperata,chto-proiskhodit-s-komarami-zimoi,33.21496292546998,25-20,2018-02-02T03:31:03Z,2,3.3737175669702254e-05,0.031
Независимые авторы,hodlweek,smominru-mainit-na-vashikh-kompyuterakh,55.664339757909495,50-60,2018-02-02T03:33:51Z,2,0.0,0.0
Независимые авторы,ap6y3uk,kak-sneg-na-golovu,59.96519819220025,50-60,2018-02-04T08:47:45Z,4,2.2040447500782526e-05,0.025
Независимые авторы,sergeylopatin,kadyrov-o-blokcheine,60.914523284221275,60-65,2018-02-04T08:52:36Z,4,4.496251290159635e-05,0.051
Независимые авторы,truelove,4mmrts-ishu-druzei-srochno,0.0,0-25,2018-02-04T08:59:12Z,4,0.0,0.0
Апвот 50-50,insaf,4-sposoba-testirovaniya-nishi-dazhe-ne-imeya-tovara,46.47483633382169,25-20,2018-02-04T09:00:39Z,4,0.0013850217209491738,1.571
Независимые авторы,alex-zaikin,opyat-ponty-karding-fishing-i-lokhi-razvodnye,36.361645542586864,25-20,2018-02-04T09:00:54Z,4,0.0,0.0
Независимые авторы,oksana0407,vse-eshe-khotim-snega,68.16596028212011,65-70,2018-02-04T09:13:18Z,4,0.00012430812390441343,0.141
Независимые авторы,teokom,vsyo-chto-my-delaem-v-zhizni,41.0041279653514,25-20,2018-02-04T09:17:45Z,4,0.000301513321810705,0.342
Независимые авторы,habreplicator,obratnoe-pogloshenie-vmware-mozhet-kupit-dell-348238,67.54800048053936,65-70,2018-02-04T09:25:54Z,4,0.0,0.0
Апвот 50-50,massatela,novosti-vnutrennei-birzhy-50-50,63.62865416081809,60-65,2018-02-04T09:29:45Z,4,0.0013585731839482348,1.541
Независимые авторы,serrrr,2dtaxv-kurilskie-ostrova,46.54211424420036,25-20,2018-02-04T09:32:09Z,4,0.0,0.0
Независимые авторы,dany2323,chudnaya-pora-eta-zima,65.38915560650449,65-70,2018-02-04T09:33:57Z,4,0.00023715521510841992,0.26899999999999996
Независимые авторы,zaria,otpevayu-proshloe,70.83141915571517,70+,2018-02-04T09:35:09Z,4,0.001625703407657719,1.844
Апвот 50-50,koculkina,igra-prestolov-pro-lyubov-deienerisa-i-kkhal-drogo,42.24394020544554,25-20,2018-02-04T09:37:33Z,4,0.0,0.0
Независимые авторы,cryptcoinunivers,feisbuk-stavit-zapreshaet-reklamu-bitkoina-i-ico,41.99451971436066,25-20,2018-02-04T09:39:15Z,4,0.0,0.0
Vox Populi,vp-photo.pro,otchet-o-rabote-soobshestva-photo-pro-za-yanvar-2018-goda,75.0125572819718,70+,2018-02-04T09:50:09Z,4,2.0815783259670044,2361.089
Независимые авторы,sofya,vitrazh-dlya-zhizni,47.24488634902268,25-20,2018-02-04T09:57:36Z,4,0.0,0.0
Независимые авторы,coinduck,u-vladelcev-ledger-mogut-ukrast-dengi,47.45968486418609,25-20,2018-02-04T10:01:21Z,4,0.0,0.0
Независимые авторы,lizaliskina,slova-kak-istoriya-shovinizm,40.08577714893291,25-20,2018-02-04T10:03:57Z,4,0.0,0.0
Независимые авторы,mariya-lorenz,den-i-noch,63.605085249402634,60-65,2018-02-04T10:08:42Z,4,0.00025214271940895213,0.28600000000000003
Апвот 50-50,carbonado,kogda-ozhidaniya-i-realnost-ne-sovpali-v-nashei-zhizni,40.70942820752384,25-20,2018-02-04T10:09:33Z,4,0.0,0.0
Независимые авторы,vitaliy19,scicom,39.48312395589155,25-20,2018-02-04T10:09:54Z,4,0.0,0.0
Независимые авторы,lindsay,snova-druzya,59.362535106611595,50-60,2018-02-04T10:23:42Z,4,2.9093390701032935e-05,0.033
Независимые авторы,louise.mark,fotokonkurs-ezhednevnaya-fotopremiya-golosa-svobodnaya-tema-more,39.107424820425265,25-20,2018-02-04T10:23:57Z,4,0.0,0.0
Независимые авторы,alexndr,besplatnaya-razdacha-tokenov-havven,44.36727482433273,25-20,2018-02-04T10:24:21Z,4,0.0,0.0
Независимые авторы,aimer1337,debitum-network-ico-obzor,55.201851552439244,50-60,2018-02-04T10:27:15Z,4,0.0,0.0
Независимые авторы,zloi-odessit,moskovskaya-klinika-pervoi-v-rossii-ispolzuet-blokchein-platformu-dlya-khraneniya-dannykh-pacientov,32.0669224440075,25-20,2018-02-04T10:33:15Z,4,0.0,0.0
Независимые авторы,cadastra,biz-istoriya-nachinayushego-kriptoinvestora,24.106663022774438,0-25,2018-02-04T10:38:27Z,4,0.0,0.0
Независимые авторы,kristino4ka130,5dvfeu-estafeta-cveta-fioletovoe-voskresene,62.5297267089709,60-65,2018-02-04T10:45:30Z,4,0.0008683936315308315,0.985
Независимые авторы,kcn,3yvazs-pluscoin-dannye-kriptovalyutnogo-rynka,61.334280559769525,60-65,2018-02-04T10:48:36Z,4,0.0,0.0
Независимые авторы,crypto.owl,kholodnoe-utro,66.98333875575727,65-70,2018-02-04T10:55:36Z,4,0.00010491253010372482,0.11900000000000001
PSK,mamasetta,devchonki-gerczoga-norfolkskogo,74.12782274011123,70+,2018-02-04T10:56:57Z,4,3.6552927260598786,4146.119000000001
Апвот 50-50,denver74,monika-belluchchi-fotozhizn,59.92841802650216,50-60,2018-02-04T10:59:15Z,4,5.2015456101846764e-05,0.059000000000000004
Независимые авторы,andrei777,4ekgja-konkurs-serdechko-moi-samye-dorogie-serdca,47.75015786174328,25-20,2018-02-04T11:15:09Z,4,0.00020629858860732442,0.23399999999999999
Независимые авторы,habreplicator,upravlenie-proektami-po-razrabotke-programmnogo-obespecheniya-problemy-i-puti-resheniya-348248,67.54987890015342,65-70,2018-02-04T11:27:00Z,4,0.0,0.0
Независимые авторы,bobrovde,specialno-dlya-vegetariancev-i-syroedov-chego-vam-v-vashei-diete-ne-khvataet,58.62171261338389,50-60,2018-02-04T11:27:42Z,4,0.0,0.0
Апвот 50-50,avlion,3bmct5-ezhenedelnyi-otchet-s-zimnego-plyazha-50-50,67.83306705712953,65-70,2018-02-04T11:30:36Z,4,0.002144094732876124,2.432
Независимые авторы,dima-1990,pochemu-ya-ne-budu-prodavat-bitkoin-v-blizhaishee-vremya-usdusdusd,38.53192094201651,25-20,2018-02-04T11:30:57Z,4,7.052943200250408e-05,0.08
Независимые авторы,romanpushka,itogi-nedeli-airdrop,39.86993505582822,25-20,2018-02-04T11:31:39Z,4,0.0,0.0
Независимые авторы,silver0906,luchshie-modeli-playboy-polnaya-versiya-zhurnala-za-50-let,38.82814947184129,25-20,2018-02-04T11:36:42Z,4,0.0,0.0
Независимые авторы,vdohnovenie,mobilnyi-kran-na-telefon,46.67901168759023,25-20,2018-02-04T11:39:12Z,4,0.0,0.0
Независимые авторы,neru1,spartak-chempion,41.95642865144522,25-20,2018-02-04T11:43:27Z,4,0.0,0.0
Независимые авторы,prokopiy,krik-iz-daleka-v-pyatyi-raz,59.24844276422103,50-60,2018-02-04T11:45:48Z,4,0.0,0.0
Апвот 50-50,now,kuij-zhelezo-ne-otkhodya-ot-kassy,77.90447912683746,70+,2018-02-04T11:49:33Z,4,0.016179451701374435,18.352
Независимые авторы,phiona,babb-bankovskaya-platforma,46.53822716992754,25-20,2018-02-04T11:57:21Z,4,0.0,0.0
Независимые авторы,akva22,fotokonkurs-ekologicheskie-problemy-akkhz-avdeevki,55.66415935692304,50-60,2018-02-04T12:01:09Z,4,0.0004972324956176537,0.564
Независимые авторы,ajita,tri-odnom-internet-zarabotok-dlya-vsekh,60.82844372535589,60-65,2018-02-04T12:01:18Z,4,0.0,0.0
Независимые авторы,alja,tropiki-zimoij-v-moskve,53.58205919498922,50-60,2018-02-04T12:06:21Z,4,0.0032611046122157823,3.699
Независимые авторы,bibigul,mozhet-pora-prekratit-zhalovatsya-na-zhizn,16.13548073757625,0-25,2018-02-04T12:07:03Z,4,0.0,0.0
Независимые авторы,superrat,chudesa-magii-ne-zemle-obetovannoi,54.92806080829747,50-60,2018-02-04T12:15:30Z,4,0.0,0.0
Независимые авторы,games.creator,azart-raspredelenie-doleij-uchastnikov-igrovom-fonde-po-sostoyaniyu-na-01022018g,47.82173796621931,25-20,2018-02-04T12:33:00Z,4,5.554192770197196e-05,0.063
Независимые авторы,golos.loto,5x36-golos-lottery-1479-7963,80.32652044283577,70+,2018-02-04T12:40:06Z,4,0.016280837759878035,18.467
Независимые авторы,polinka,khrustyashie-kurinye-nozhki,32.890424645059376,25-20,2018-02-04T12:42:03Z,4,0.0,0.0
Независимые авторы,glafira,4sscrw-o-knige-karen-biion-francuzskie-deti-edyat-vse,41.11950434074557,25-20,2018-02-04T12:55:39Z,4,0.0,0.0
Независимые авторы,afterglow,staraya-gitara,41.373906533715875,25-20,2018-02-04T12:56:06Z,4,0.00045932292591630784,0.521
Апвот 50-50,sinilga,dvizhenie-vverkh,68.67470503202865,65-70,2018-02-04T12:57:09Z,4,0.0013435856796477027,1.524
Независимые авторы,tatioberegova,ekzoticheskii-napitok,62.75448267270342,60-65,2018-02-04T12:59:06Z,4,0.0015587004472553403,1.768
Независимые авторы,brick-inthe-wall,04022018,55.46269887387552,50-60,2018-02-04T13:02:18Z,4,0.0,0.0
Независимые авторы,genyakuc,8aata-raboty-avtorov-ostanovis-mgnovene,74.85255762841676,70+,2018-02-04T13:16:48Z,4,0.03482478866913642,39.501
Независимые авторы,mirta,kuda-ochered-delas,68.41508483359465,65-70,2018-02-04T13:24:24Z,4,0.00010491253010372482,0.11900000000000001
Независимые авторы,habreplicator,nevidimyi-okulist-5-mikrorobotov-vnutri-nashego-tela-na-zamenu-vracham-297775,67.5504334733573,65-70,2018-02-04T13:29:00Z,4,0.0,0.0
Независимые авторы,mrzet,eristica-onlain-zmagannya-na-blokcheini,54.096884125992865,50-60,2018-02-04T13:30:33Z,4,0.0,0.0
Независимые авторы,cvetok,o-chem-sozhaleyut-lyudi-pered-smertyu,0.0,0-25,2018-02-04T13:34:15Z,4,0.0,0.0
Независимые авторы,olga-fink,my-peschinki-v-etom-mire,66.10789688335748,65-70,2018-02-04T13:35:51Z,4,3.2619862301158145e-05,0.037000000000000005
